"Name","Last Name","First Name","LinkedIn Profile","Remarks"
"Codarica","Nilsson","Sanna","se.linkedin.com/in/sannanilsson",
"Codeanywhere","Burazin","Ivan","www.linkedin.com/in/ivanburazin",
"CodeMentor","Liu","Weiting","www.linkedin.com/in/weitingliu",
"Codeship","Weiss","Manuel","at.linkedin.com/pub/manuel-weiss/66/812/864/en",
"Codeship","Motlik","Florian","at.linkedin.com/in/florianmotlik/en",
"Codeship","Plassnig","Moritz","www.linkedin.com/in/moritzplassnig/en",
"CodeStarter","Preston-Werner","Theresa","www.linkedin.com/pub/theresa-preston-werner/88/b57/3ba",
"CodeStarter","Preston-Werner","Tom","www.linkedin.com/pub/tom-preston-werner/4/122/382",
"Cognotion","Schneier","Joanna","www.linkedin.com/in/joannaschneier",
"Colatris","Cihla","AJ","www.linkedin.com/in/ajcihla",
"Colatris","Eloyan","Albert","www.linkedin.com/in/alberteloyan",
"Colatris","Deffibaugh","Joshua","www.linkedin.com/in/jophde",
"Common Form","Hendricks","Bill","www.linkedin.com/in/billhendricks",
"Common Form","Logston","Charles","www.linkedin.com/in/charleslogston",
"Common Form","Marron","Austin","www.linkedin.com/in/amarron",
"Concert Window","Gurney","Dan","www.linkedin.com/in/dangurney",
"Condition One","Martesko-Fenster","Karol","www.linkedin.com/in/karolmartesko",
"Condition One","Okada","Takkaaki","www.linkedin.com/pub/takaaki-okada/4/397/32",
"Condition One","Dennis","Danfung","www.linkedin.com/in/danfungdennis",
"Conductrics","Gershoff","Matt","www.linkedin.com/pub/matt-gershoff/0/26a/a62",
"Conspire","Devkar","Alex","www.linkedin.com/in/alexdevkar",
"Conspire","McReynolds","Paul","www.linkedin.com/in/pauljm",
"Contently","Goldberg","David","www.linkedin.com/in/davidtgoldberg",
"Continuum Fashion","Fizel","Jenna","www.linkedin.com/in/jftesser",
"Continuum Fashion","Huang","Mary","www.linkedin.com/pub/mary-huang/28/851/b56",
"CoolChip Technologies","Gonzalez","Lino","www.linkedin.com/in/linoagonzalez",
"CoolChip Technologies","Sanchez","William","www.linkedin.com/in/sanchezw",
"CoolChip Technologies","Stoddard","Steven","www.linkedin.com/in/stevenstoddard",
"coUrbanize","Brandt","Karin","www.linkedin.com/in/karbrandt",
"Creative Brain Studios","Wallner","Gerald","www.linkedin.com/pub/gerald-wallner-csm/6/b03/727",
"CreatorBox","Ronick","David","www.linkedin.com/in/davidronick",
"Crowdestates","Zogolovitch","Guz","uk.linkedin.com/pub/gus-zogolovitch-ba-mba/22/332/a30",
"Crowdly","Sullivan","Daniel","www.linkedin.com/in/danielsullivan0",
"CrowdTwist","Fain","Irving","www.linkedin.com/in/irvingfain",
"CrowdTwist","Bowen","Josh","www.linkedin.com/in/joshuabowen",
"Crowsnest Labs","Sorenson","Joshua","www.linkedin.com/in/joshsorenson",
"Cuecard","Verona","Tomer","www.linkedin.com/in/tomerverona",
"Cuecard","Yen","Galex","www.linkedin.com/in/galexyen",
"DailyBurn","Blankenship","Stephen","www.linkedin.com/in/stephenb",
"Dash Labs","Edis","Jamyn","www.linkedin.com/pub/jamyn-edis/0/373/78b",
"Dash Labs","Langel","Brian","www.linkedin.com/pub/brian-langel/20/868/841",
"Data Everywhere","McGee","Daniel","www.linkedin.com/pub/dan-mcgee/2/312/3a4",
"Data Everywhere","Bortz","Dave","www.linkedin.com/in/davebortz",
"Data Everywhere","Pruitt","Andy","www.linkedin.com/in/rapruitt",
"Databox","Gabrovec","Davorin","www.linkedin.com/in/davoring",
"Databox","Petrovic","Vlada","si.linkedin.com/in/vladapetrovic",
"DataRobot","Achin","Jeremy","www.linkedin.com/pub/jeremy-achin/3a/558/b42",
"DealAngel","Peskin","Roman","www.linkedin.com/in/romanpeskin",
"Degreed","Blake ","David","www.linkedin.com/in/davidblake",
"Degreed","Sharp","Eric","www.linkedin.com/in/ericgsharp",
"Designlab","Gustofson","Max","www.linkedin.com/in/maxgustofson",
"Designlab","Shapiro","Daniel","www.linkedin.com/in/shapirodaniel",
"Designlab","Venkatesan","Harish","www.linkedin.com/in/harishvenkatesan",
"Devver","n/a","n/a","n/a","no found"
"DigitalOcean","Uretskky","Ben","www.linkedin.com/in/benuretsky",
"DigitalOcean","Uretskky","Moisey","www.linkedin.com/pub/moisey-uretsky/22/263/2",
"DigitalOcean","Wainer","Mitch","www.linkedin.com/in/mitchwainer",
"Dispatch","Godin","Alex","www.linkedin.com/pub/alex-godin/33/a2/b17",
"Dispatch","LosHuertos","Gary","www.linkedin.com/pub/gary-loshuertos/11/68/aa0",
"Distil","Akyol","Engin","www.linkedin.com/pub/engin-akyol/26/911/483",
"Distil","Essaid","Rami","www.linkedin.com/in/ramiessaid",
"DocTrackr","Cazaot","Clement","www.linkedin.com/in/clementcazalot/en",
"DocTrackr","Gentea","Alexander","dk.linkedin.com/in/alexgentea",
"DocTrackr","Mittermaier","Uli","www.linkedin.com/in/umittermaier",
"DocTrackr","Negrea","Alex","www.linkedin.com/in/alexnegrea",
"DoPay","Eersel","van Eersel","nl.linkedin.com/pub/frans-van-eersel/0/882/879",
"DoubleDub","Wegener","Jonathan","www.linkedin.com/in/jonathanwegener","Timehop (elias)"
"DoubleDub","Wong","Benny","www.linkedin.com/in/bennywong",
"Drifty","Lynch","Max","www.linkedin.com/pub/max-lynch/89/31/247",
"Drifty","Sperry","Ben","www.linkedin.com/in/bensperry",
"ecoVent","Rose","Shawn","www.linkedin.com/in/srose4","`"
"ecoVent","Kelman","Joel ""Yoel""","www.linkedin.com/in/yoelkelman",
"EdTrips","Wallendal","Laura","www.linkedin.com/in/laurawallendal",
"EdTrips","Garrow","Jacod","www.linkedin.com/pub/jakob-garrow/12/3a7/124",
"Edvisor.io","Chen","Shelley","ca.linkedin.com/in/chenshelley",
"Edvisor.io","Kor","John","ca.linkedin.com/pub/john-kor/22/a18/842",
"Email Copilot","Bsharah","Al","www.linkedin.com/in/albsharah",
"Embrace","Bohn","Bart","www.linkedin.com/in/bartbohn",
"Emergent One","Pfab","Kevin","www.linkedin.com/in/kevinpfab",
"Enertiv","Khodorkovskiy","Pavel","www.linkedin.com/pub/pavel-khodorkovskiy/2/3b0/81",
"Epic Playground","Silverman","Travis","www.linkedin.com/in/tsilverman",
"Epic Playground","Siterzewski","Michael","www.linkedin.com/in/msitarzewski",
"eRated","Artzi","Yoav","uk.linkedin.com/pub/yoav-artzi/24/93a/55",
"eRated","Benjamin","Dan","il.linkedin.com/pub/dan-benjamin/11/423/b93",
"eRated","Cohen","Boaz","il.linkedin.com/pub/boaz-cohen-hiring/26/706/364",
"EventVue","Frazer","Josh","www.linkedin.com/in/joshuafraser",
"EventVue","Johnson","Rob","www.linkedin.com/in/robnjohnson",
"Everlater","Zola","Nathaniel (Natty)","www.linkedin.com/in/nathanielzola",
"Everlater","Abbott","Nate","www.linkedin.com/pub/nate-abbott/3/986/782",
"EverTrue","Carlstrom","Eric","www.linkedin.com/in/ericcarlstrom",
"EverTrue","Grinna","Brent","www.linkedin.com/in/brentgrinna",
"EveryMove","Benaroya","Russell","www.linkedin.com/in/russellbenaroya",
"EveryMove","Calbucci","Marcelo","www.linkedin.com/in/marcelocalbucci",
"ExpenseBot","Buchholz","Ed","www.linkedin.com/in/edbuchholz",
"ExpenseBot","Siladie","John","www.linkedin.com/in/johnsiladie",
"Experiment Engine","Vo","Claire","www.linkedin.com/in/clairevo",
"Experiment Engine","Lawless","EJ","www.linkedin.com/in/ejlawless",
"Factor.io","Skierkowski","Maciej","www.linkedin.com/in/skierkowski",
"Fairwaves","Portnoy","Sergey","ru.linkedin.com/pub/sergey-portnoy/3/199/2",
"Fairwaves","Chemeris","Alexander","www.linkedin.com/in/alexanderchemeris",
"FaithStreet","Coughlin","Sean","www.linkedin.com/pub/sean-coughlin/23/5b/178",
"FaithStreet","Melogy","J.Ryan","www.linkedin.com/in/ryanmelogy",
"FaithStreet","Ericksen","Glenn","www.linkedin.com/in/gmericksen",
"Fancred","Razzaghi","Hossein Kash","www.linkedin.com/in/razzaghi",
"Fanzo","Dyksterhuis","Dana","www.linkedin.com/in/danadyksterhuis",
"Fanzo","Ingalls","Paul","www.linkedin.com/in/paulingalls",
"Fashion Metric","Linton","Diana B.","www.linkedin.com/pub/daina-burnes-linton/65/578/aa3",
"Fashion Metric","Linton","Morgan","no direct profile line","(url link) https://www.linkedin.com/profile/view?id=85600247"
"Fashion Project","Palmer","Anna","www.linkedin.com/in/annabethpalmer",
"Fetchnotes","Horak","Alex","www.linkedin.com/in/alexhorak",
"Fetchnotes","Schiff","Alex","www.linkedin.com/in/alexdschiff",
"Filament Labs","Bornhorst","Jason","www.linkedin.com/in/jbornhorst",
"Filament Labs","Anatawy","Colin","www.linkedin.com/in/colinanawaty",
"Filtrbox","Chikoore","Tom","www.linkedin.com/in/tomchikoore",
"Final","Dietich","Andrew","www.linkedin.com/in/dietrichandrew",
"Findit","Belnap","Levi","www.linkedin.com/in/levibelnap",
"FitBark","Rossi","Sara","www.linkedin.com/pub/sara-rossi/14/51a/918",
"FitBark","Rossi","Davide","www.linkedin.com/in/daviderossi",
"FitCause","n/a","n/a","n/a","no found"
"FitDeck Mobile","Lonorovitz","Joel","www.linkedin.com/pub/joel-lenorovitz/3/a84/b35",
"FlexMinder","Miceli","Will","www.linkedin.com/in/willmiceli",
"FlexMinder","Ricklefs","Lowell","www.linkedin.com/pub/lowell-ricklefs/0/4b5/194",
"Flextrip","Kremer","Alex",,"no found"
"Flinja","Bahr","Rebecca","www.linkedin.com/pub/rebecca-bahr/1/631/290",
"Flomio","Grundy","Richard","www.linkedin.com/in/richardgrundy",
"Foodzie","LaFave","Rob","www.linkedin.com/in/roblafave",
"Footmarks","Paris","Todd","www.linkedin.com/in/toddparis",
"Fortified Bicycle","Menn","Slava","www.linkedin.com/in/smenn",
"Fosbury","Tieleman","Lucas","www.linkedin.com/in/lucastieleman",
"Freak'n Genius","Kesterson","Kyle","www.linkedin.com/in/kylekesterson",
"FreeTextbooks","Robinson","Jonathan","www.linkedin.com/in/jdrobin1",
"Freight Farms","McNamara","Brad","www.linkedin.com/in/carfreebrad",
"FullContact","Lorang","Bart","www.linkedin.com/in/bartlorang",
"FullContact","Todd","Travis","www.linkedin.com/in/travistodd",
"GameWisp","Wynans","Andrew","www.linkedin.com/pub/andrew-wynans/33/3a1/395",
"Garmentory","Tetangco","Adele","ca.linkedin.com/in/adeletetangco",
"Garmentory","Gowda","Sunil","www.linkedin.com/in/sunilgowda",
"GeoPalz","O'Leary","Alexandra Zan","www.linkedin.com/in/zanoleary",
"GestSure","Strickland","Matt","ca.linkedin.com/pub/matt-strickland/58/8a0/b0",
"GestSure","Brigley","Greg","ca.linkedin.com/pub/greg-brigley/3/10a/9a1",
"Ginger.io","Singh","Karan","www.linkedin.com/in/karanvsingh",
"Ginger.io","Madan","Anmol","www.linkedin.com/in/anmolmadan",
"Given Goods Company","End","Riley","www.linkedin.com/in/rileyend",
"Given Goods Company","Houser","Cameron","www.linkedin.com/pub/cameron-houser/28/81a/b07",
"Glider","Thiele","Justin","www.linkedin.com/in/justinthiele",
"Glimr","Estrada","David",,"no linkedIn found"
"GoChime","Evarts","Austin","www.linkedin.com/in/austinevarts",
"GoChime","Falk","Brian","www.linkedin.com/pub/brian-falk/5/7a6/650",
"GoMiles","Kamaka","Marc","www.linkedin.com/in/marckamaka",
"GoMiles","Koma",,"www.linkedin.com/in/michaelkomarnitsky",
"Gone!","n/a","n/a","n/a","n/a"
"Good Audience","Gusner","Karl","www.linkedin.com/pub/karl-gusner/7/198/771",
"Good Audience","Lee","Sherman","www.linkedin.com/in/shermlee",
"GoodApril","Joseph","Benny","www.linkedin.com/in/bennyvenatjoseph",
"GoodApril","Fox","Mitchell","www.linkedin.com/in/mitchellwfox",
"Good.Co","Schofield","Kerry","uk.linkedin.com/pub/kerry-schofield/59/935/598",
"Good.Co","Balakrishnan","Subbu","www.linkedin.com/pub/subbu-balakrishnan/1/6b0/58a",
"Good.Co","Birwadker","Samar","www.linkedin.com/in/samarbirwadker",
"GoRecess","Smyth","Megan","www.linkedin.com/pub/megan-smyth/0/114/9a",
"GoRecess","Arzt","Billy","www.linkedin.com/in/billarzt",
"GoSpotCheck","Holloway","Samantha","www.linkedin.com/in/samanthabholloway",
"GoSpotCheck","Alfano","Joey","www.linkedin.com/in/josephaalfano",
"GoSpotCheck","Talbot","Matt","www.linkedin.com/in/mattltalbot",
"GrabCAD","Narusk","Indrek","ee.linkedin.com/in/indreknarusk",
"GrabCAD","Meybaum","Hardi","www.linkedin.com/pub/hardi-meybaum/6/361/9a5",
"Graphicly","Baldwin","Micah","www.linkedin.com/in/micahbaldwin",
"Grockit","Buffington","Michael","www.linkedin.com/in/michaelbuffington",
"Grove","Blanchet","Gabriel","www.linkedin.com/in/gabrielblanchet",
"GUST","Botha","Joe","uk.linkedin.com/in/bothajoe",
"Haiku Deck","Leneway","Kevin","www.linkedin.com/pub/kevin-leneway/0/695/2a",
"Haiku Deck","Kesterson","Kyle","www.linkedin.com/in/kylekesterson",
"Hammerhead","Morgan","Piet","(cant get pdf. error)",
"HaveMyShift","Janzen","Randy","www.linkedin.com/pub/randy-janzen/1/a91/151",
"Helloblock","Li","Scott","au.linkedin.com/in/scottlli",
"Help Scout","McDaniel","Jared","www.linkedin.com/pub/jared-mcdaniel/31/647/b7b",
"HermesIQ","Singh","Mark","www.linkedin.com/in/clinicore",
"Heroic.ly","n/a","n/a","n/a",
"HighFive","Pietrowski","Katie","www.linkedin.com/in/katiepietrowski",
"Highlighter","Whitehill","Nate","www.linkedin.com/in/natewhitehill",
"Hollerback","Dennis","Wills","www.linkedin.com/in/williamldennis",
"Hull","Koenig","Stefan","www.linkedin.com/in/stefankoenig",
"Hull","Bellity","Stephane","fr.linkedin.com/in/sbellity",
"Hullabalu","Xie","Suzanne","www.linkedin.com/in/suzannexie",
"Ikkos","Hutchison","Sean","www.linkedin.com/pub/sean-hutchison/40/162/ab5",
"ImpulseSave","Mileham","John","www.linkedin.com/in/jmileham",
"ImpulseSave","Fremont-Smith","Phil","www.linkedin.com/in/philfremontsmith",
"IMRSV","Sosa ","Jason","www.linkedin.com/in/jasonsosa",
"InboxFever","Thorp","Joshua","www.linkedin.com/pub/joshua-thorp/21/353/403",
"Incomparable Things Co.","Howell","Alex","www.linkedin.com/in/alejohowell",
"indico","Victoroff","Slater","www.linkedin.com/in/slatervictoroff","(error in saving pdf profile)"
"Infinit","Fradin","Baptiste","www.linkedin.com/in/bfradin",
"inRentive","Moline","Molisse","www.linkedin.com/pub/melissa-moline/8/38b/889",
"Inside Social","Stanislaw","Brewster","www.linkedin.com/pub/brewster-stanislaw/23/589/741",
"InstaGift","Schmidt","Nate","www.linkedin.com/in/n8schmidt",
"IntenseDebate","Keyet ","Isaac","se.linkedin.com/in/isaackeyet",
"InvitedHome","Smith","James",,"no found LinkedIn"
"Jebbit","Lacoste","Jonathan","www.linkedin.com/in/jonathanlacoste",
"Jintronix","Schacter","Daniel","ca.linkedin.com/pub/daniel-schacter/21/822/207",
"Jogg","Ordal","Chris","www.linkedin.com/in/ordal",
"Jukely","Cornett","Andrew","www.linkedin.com/pub/andrew-cornett/6a/318/730",
"Kapost","Akhnoukh","Nader","www.linkedin.com/in/nakhnoukh",
"Kapta","Blasko","Ben","www.linkedin.com/pub/ben-blasko/16/b56/239",
"Karma","van Wel","Steven","www.linkedin.com/in/stevenvanwel",
"Kato","Hizalev","Peter","www.linkedin.com/in/hizalev",
"KB Labs","n/a","n/a","n/a",
"Keebitz","Naigeon","Vincent","www.linkedin.com/in/vincentnaigeon",
"Keen Home","Fant ","Ryan","www.linkedin.com/in/ryanfant",
"Keen.io","Spraetz","Ryan","www.linkedin.com/in/spraetz",
"Kimetric","Muther","Alejandro","ar.linkedin.com/pub/alejandro-muther/1a/83b/801",
"Kinvey","Sridhar","Sravish","www.linkedin.com/in/sravishsridhar",
"Klooff","Chung","Jane","www.linkedin.com/pub/jane-chung/3/916/575",
"Kytelabs","Viera","Angel","pr.linkedin.com/in/aviera/en",
"LangoLab","Ermitano","Shane","www.linkedin.com/in/shaneermitano",
"Lassy Project","Guydon","John","www.linkedin.com/in/guydon",
"Laveem"," Chirravuri","Varun",,"no LinkedIn found"
"LawnStarter","Farley","Ryan","www.linkedin.com/pub/ryan-farley/31/3b2/231",
"Lean Startup Machine","Owens ","Trevor","www.linkedin.com/in/owenstrevor","alias Javelin.com"
"Leanplum","Kyurkchiev","Momchil","www.linkedin.com/in/momchilkyurkchiev",
"Lea(R)n","Rectanus","Karl","www.linkedin.com/in/krectanus",
"Libboo","Albertorio","Fernando","www.linkedin.com/in/fernandoalbertorio",
"Lifeline Response","Cahill","Peter","www.linkedin.com/pub/peter-cahill/4/425/152",
"Lingvist","Muntel","Mait","ee.linkedin.com/in/maitmuntel",
"LinkCycle","Loijos","Alex","www.linkedin.com/in/alexloijos",
"Linksy","Loving","Adam","www.linkedin.com/in/adamloving",
"LiteStack","n/a","n/a","n/a",
"Litographs","Fein","Corey","www.linkedin.com/pub/corey-fein/95/607/257",
"LiveStories","Mahmud","Adnan","www.linkedin.com/in/adnanmahmud",
"Localytics","Aggarrwal","Raj","www.linkedin.com/in/aggarwalraj",
"Localytics","Cipolla","Henry","www.linkedin.com/in/henrycipolla",
"Lore","Cohen","Joseph","www.linkedin.com/in/josephmcohen",
"Loudcaster","Casci","Brandon","www.linkedin.com/in/brandoncasci",
"Lua","Bronner","Eli","www.linkedin.com/in/elibronner",
"Lua","Krigsfeld","Jason","www.linkedin.com/in/jkrigsfeld",
"Lumatic","Kozick","Zack","www.linkedin.com/in/zachkozick",
"Lynxsy","Zheng","Susan","www.linkedin.com/in/susanzheng",
"MadKast","Moonesinghe","Johann","www.linkedin.com/in/moonesinghe",
"Magicflix","Venkitaraman","Sumathi","http://www.linkedin.com/pub/sumathi-venkitaraman/4/66a/630",
"Magnet by Headtalk Inc","Hoekje","Alexander","http://www.linkedin.com/in/alistim",
"Magnific","Dignan","Vincent","http://uk.linkedin.com/in/vincentdignan",
"Mailana","n/a","n/a","n/a","no found"
"MakersKit","McQuade","Jawn","http://www.linkedin.com/pub/jawn-mcquade/67/412/528",
"Manctl","Burrus","Nicolas","http://es.linkedin.com/in/nicolasburrus",
"Mapkin","Kinney","Alex","http://www.linkedin.com/in/alexkinney",
"Maptia","Miller","Jonny","http://ch.linkedin.com/in/jonnym1ller",
"Market IQ","Warraich","Shah","http://ca.linkedin.com/in/shahw",
"MarketVibe","Springmeyer","Parnell","http://www.linkedin.com/in/pspringmeyer",
"Marquee","Dupont","Luke","http://www.linkedin.com/in/lukedupont",
"MartMobi Technologies","Ganna","Satya Krishna","http://www.linkedin.com/in/satyaganni",
"Mathify","n/a","n/a","n/a","no found"
"Matter.io","Tao","Greg","http://www.linkedin.com/pub/greg-tao/11/832/279",
"Mavrck","Naegeli","Sean","http://www.linkedin.com/pub/greg-tao/11/832/279",
"Mavrck","Stevens","Lyle","http://www.linkedin.com/in/lylestevens",
"Meal Ticket","Konrath","Brian","http://www.linkedin.com/in/bkonrath",
"Medicast","Zebarjadi","Sam","http://www.linkedin.com/in/szebarjadi",
"Medicast","Zebarjadi","Nafis","http://www.linkedin.com/in/nafis",
"Memoir","Tobal","Brian","http://www.linkedin.com/pub/brian-tobal/11/469/a49",
"Memoir","Hoffman","Lee","http://www.linkedin.com/in/leemhoffman",
"Memoir","Kim","Angela","http://www.linkedin.com/in/angelaykim",
"Memrise","Whately","Ben","uk.linkedin.com/pub/ben-whately/24/615/137",
"MentorMob","Chinosorn","Kris","http://www.linkedin.com/in/kchinosorn",
"MentorMob","Leung","Vince","http://www.linkedin.com/in/vleung5",
"MetricsHub","Grebnov","Ilya","www.linkedin.com/in/ilyagrebnov",
"MightySignal","Wey ","Shane","www.linkedin.com/in/shanewey",
"MobilDevHQ","Sefferman","Ian","www.linkedin.com/in/iseff",
"MobIntent","n/a","n/a","n/a",
"Mocavo","Hunter","Ryan","www.linkedin.com/in/ryanhunter",
"Modabound","Garcia","Carolina","www.linkedin.com/pub/carolina-garcia/31/173/9b5",
"Modabound","Varsavsky","Alexa","www.linkedin.com/pub/alexa-varsavsky/30/508/3b1",
"modern guild","Fraise","AdriEn","www.linkedin.com/pub/adrien-fraise/3/a63/946",
"Mogotest","Menard","Kevin","www.linkedin.com/in/kmenard",
